age,job,balance,housing,loan,contact,month,campaign,pdays,poutcome,deposit,marital,education,default,day,duration,previous
36,student,417,no,no,cellular,feb,1,-1,unknown,yes,single,unknown,no,10,151,0
35,admin.,0,yes,no,cellular,may,1,-1,unknown,yes,single,secondary,no,13,1073,0
36,blue-collar,409,yes,no,unknown,jun,3,-1,unknown,no,married,primary,no,11,81,0
59,retired,514,no,no,cellular,may,6,90,success,yes,divorced,secondary,no,4,673,1
34,management,101,yes,no,cellular,aug,5,-1,unknown,no,married,tertiary,no,13,209,0
27,admin.,73,no,no,cellular,jan,1,-1,unknown,no,single,tertiary,no,29,242,0
37,technician,1824,yes,no,cellular,jul,2,324,other,no,married,secondary,no,3,112,2
29,management,224,yes,no,cellular,apr,2,81,failure,yes,single,tertiary,no,24,65,3
41,blue-collar,5517,yes,no,cellular,jul,1,-1,unknown,yes,married,secondary,no,10,584,0
54,entrepreneur,0,no,no,unknown,jun,1,-1,unknown,no,married,secondary,no,9,96,0
35,management,2717,no,no,cellular,aug,6,-1,unknown,yes,married,tertiary,no,13,394,0
31,management,459,no,no,cellular,aug,14,-1,unknown,no,married,tertiary,no,28,13,0
76,retired,3049,no,no,cellular,mar,3,-1,unknown,yes,divorced,primary,no,24,170,0
45,management,623,no,no,cellular,sep,3,-1,unknown,no,married,tertiary,no,9,405,0
50,management,-470,yes,no,cellular,nov,2,160,failure,no,married,tertiary,no,19,130,1
29,unemployed,497,yes,no,cellular,may,3,298,success,yes,single,tertiary,no,18,642,6
40,management,0,yes,no,cellular,feb,2,182,failure,yes,single,tertiary,no,23,228,6
39,management,3518,yes,no,cellular,may,1,-1,unknown,no,married,tertiary,no,8,440,0
28,self-employed,4579,no,no,cellular,jan,2,-1,unknown,yes,single,tertiary,no,12,409,0
37,blue-collar,13849,yes,no,unknown,may,5,-1,unknown,no,married,secondary,no,23,252,0
31,management,1812,no,no,cellular,apr,1,-1,unknown,yes,married,tertiary,no,30,461,0
40,blue-collar,0,yes,no,unknown,may,2,-1,unknown,no,married,secondary,no,16,167,0
40,blue-collar,0,yes,no,unknown,may,2,-1,unknown,no,divorced,secondary,no,6,121,0
42,admin.,105,no,no,unknown,jun,4,-1,unknown,yes,married,secondary,no,11,1159,0
48,unknown,3,no,no,cellular,aug,2,-1,unknown,no,married,unknown,no,19,104,0
27,technician,21,yes,no,cellular,may,1,356,failure,no,divorced,secondary,no,18,336,1
41,entrepreneur,707,no,no,unknown,jun,1,-1,unknown,yes,married,secondary,no,18,707,0
56,self-employed,0,no,no,cellular,aug,1,-1,unknown,no,married,unknown,no,19,130,0
41,self-employed,231,no,no,cellular,aug,2,-1,unknown,yes,married,tertiary,no,7,352,0
29,unemployed,70,no,no,cellular,may,1,-1,unknown,yes,single,tertiary,no,25,393,0
40,services,694,yes,no,cellular,jul,14,-1,unknown,no,divorced,secondary,no,31,75,0
32,services,24,yes,yes,cellular,may,1,-1,unknown,no,married,secondary,no,12,185,0
39,services,7066,yes,no,cellular,may,3,357,other,yes,single,secondary,no,15,667,3
36,blue-collar,29,yes,yes,cellular,jul,1,-1,unknown,no,married,secondary,no,31,345,0
39,entrepreneur,942,yes,no,cellular,aug,3,267,other,yes,married,tertiary,no,14,880,1
47,blue-collar,2775,no,no,unknown,may,1,-1,unknown,no,married,secondary,no,14,262,0
46,admin.,171,yes,yes,cellular,oct,1,430,failure,no,married,secondary,no,11,251,1
35,technician,183,no,no,cellular,oct,1,52,failure,yes,single,secondary,no,23,281,4
34,blue-collar,199,yes,no,unknown,may,3,-1,unknown,no,married,secondary,no,8,627,0
51,technician,371,yes,yes,cellular,oct,1,-1,unknown,yes,married,secondary,no,21,287,0
49,services,1314,no,no,cellular,aug,14,-1,unknown,yes,married,secondary,no,14,834,0
36,admin.,110,yes,no,telephone,feb,1,-1,unknown,no,married,secondary,no,4,185,0
43,unemployed,983,yes,no,cellular,feb,1,-1,unknown,yes,single,tertiary,no,26,97,0
31,admin.,622,no,no,cellular,jul,1,-1,unknown,yes,single,secondary,no,18,420,0
49,services,1830,yes,no,cellular,aug,1,179,success,yes,married,primary,no,13,261,1
24,blue-collar,-203,yes,no,unknown,jun,3,-1,unknown,yes,single,secondary,yes,12,465,0
69,retired,247,no,no,cellular,apr,2,-1,unknown,yes,divorced,tertiary,no,22,138,0
33,blue-collar,697,no,no,cellular,feb,2,-1,unknown,yes,single,secondary,no,6,860,0
27,blue-collar,1049,no,no,telephone,jan,3,-1,unknown,no,single,secondary,no,29,389,0
36,services,526,yes,no,cellular,apr,2,324,other,no,married,secondary,no,17,333,1
39,management,0,no,no,cellular,aug,2,-1,unknown,no,married,tertiary,no,29,94,0
34,technician,1279,yes,no,cellular,oct,3,91,success,yes,single,secondary,no,21,339,10
31,admin.,554,yes,no,cellular,feb,1,-1,unknown,no,single,secondary,no,5,94,0
32,management,2667,yes,no,cellular,mar,1,181,failure,yes,married,tertiary,no,4,251,4
59,housemaid,2518,no,no,cellular,jul,3,-1,unknown,yes,divorced,primary,no,30,675,0
30,blue-collar,228,no,no,cellular,feb,1,365,failure,no,single,secondary,no,5,232,1
48,blue-collar,559,yes,no,unknown,may,2,-1,unknown,no,married,primary,no,15,1231,0
46,technician,111,yes,no,cellular,nov,3,183,other,no,divorced,secondary,no,19,178,2
33,admin.,272,yes,no,cellular,jun,1,237,failure,yes,single,tertiary,no,1,326,2
29,technician,940,yes,no,cellular,may,1,330,failure,no,single,tertiary,no,15,757,1
65,retired,2416,no,no,cellular,feb,2,-1,unknown,yes,married,tertiary,no,17,221,0
47,admin.,2232,no,no,cellular,may,1,103,success,yes,divorced,secondary,no,27,439,1
71,retired,4388,no,no,cellular,jul,2,-1,unknown,yes,married,tertiary,no,8,896,0
49,management,350,no,no,cellular,aug,6,-1,unknown,no,married,tertiary,no,12,238,0
35,technician,5724,yes,no,unknown,may,10,-1,unknown,yes,divorced,secondary,no,30,691,0
67,management,361,no,no,cellular,oct,2,-1,unknown,yes,divorced,tertiary,no,13,411,0
29,admin.,613,yes,no,unknown,jun,1,-1,unknown,no,single,secondary,no,19,779,0
27,management,2071,no,no,cellular,jun,1,-1,unknown,yes,married,secondary,no,4,449,0
19,student,779,no,no,cellular,apr,4,-1,unknown,yes,single,unknown,no,1,184,0
28,blue-collar,3430,yes,no,unknown,jun,6,-1,unknown,no,single,secondary,no,6,72,0
31,management,0,no,no,cellular,aug,2,-1,unknown,no,married,tertiary,no,26,76,0
34,management,6013,yes,no,cellular,may,1,-1,unknown,yes,single,unknown,no,18,612,0
47,admin.,70,yes,no,cellular,apr,4,374,success,yes,married,secondary,no,5,144,2
49,management,1050,yes,no,cellular,nov,1,-1,unknown,yes,married,tertiary,no,18,924,0
50,admin.,1138,yes,yes,cellular,jul,8,-1,unknown,no,married,secondary,no,31,73,0
38,services,8876,no,no,cellular,feb,1,75,failure,no,married,secondary,no,2,280,1
48,self-employed,1559,no,no,cellular,dec,3,133,failure,no,married,secondary,no,24,520,3
70,retired,275,no,no,cellular,apr,1,-1,unknown,yes,divorced,primary,no,15,82,0
30,self-employed,1785,no,no,unknown,oct,1,-1,unknown,yes,married,tertiary,no,17,235,0
60,retired,439,no,yes,cellular,may,1,321,failure,yes,divorced,tertiary,no,25,464,1
47,blue-collar,-337,yes,yes,cellular,may,1,-1,unknown,no,married,secondary,no,12,366,0
35,self-employed,524,yes,no,cellular,nov,4,-1,unknown,no,married,secondary,no,21,484,0
39,admin.,0,no,yes,unknown,jun,1,-1,unknown,no,single,secondary,no,19,142,0
59,retired,5583,yes,no,cellular,apr,1,-1,unknown,yes,divorced,secondary,no,30,720,0
50,technician,156,no,yes,cellular,jul,3,-1,unknown,yes,married,secondary,no,14,1130,0
48,blue-collar,1230,yes,no,cellular,may,2,182,success,yes,married,secondary,no,13,328,3
25,admin.,760,yes,no,cellular,may,3,89,failure,yes,single,tertiary,no,27,223,2
33,services,1852,no,no,telephone,feb,1,204,other,no,single,secondary,no,25,371,3
27,blue-collar,23,no,no,cellular,feb,2,-1,unknown,no,single,secondary,no,26,590,0
44,management,58,yes,no,cellular,jul,3,-1,unknown,no,married,tertiary,no,14,72,0
76,retired,163,no,no,telephone,oct,1,-1,unknown,no,married,primary,no,13,120,0
31,blue-collar,0,yes,no,unknown,aug,1,782,other,yes,married,secondary,no,10,97,1
29,management,2531,no,no,cellular,aug,1,-1,unknown,yes,single,tertiary,no,19,634,0
48,management,313,no,no,cellular,may,1,-1,unknown,no,divorced,tertiary,no,8,208,0
31,management,254,no,no,cellular,aug,8,-1,unknown,yes,divorced,tertiary,no,18,1576,0
36,services,1189,no,no,cellular,aug,1,-1,unknown,yes,single,tertiary,no,17,220,0
33,blue-collar,863,yes,no,telephone,may,3,-1,unknown,yes,single,primary,no,13,622,0
34,technician,127,no,no,cellular,jun,1,-1,unknown,yes,married,tertiary,no,3,117,0
22,admin.,114,no,no,cellular,mar,1,-1,unknown,yes,single,secondary,no,30,517,0
42,admin.,30,yes,no,cellular,feb,1,266,failure,no,single,secondary,no,4,98,3
49,technician,808,yes,no,cellular,jan,1,-1,unknown,yes,married,secondary,no,28,1232,0
31,technician,3338,yes,no,cellular,dec,2,-1,unknown,yes,married,tertiary,no,21,264,0
28,admin.,762,no,no,cellular,sep,3,-1,unknown,yes,single,secondary,no,18,115,0
32,management,718,yes,no,cellular,dec,1,197,success,yes,single,tertiary,no,29,155,1
33,management,2240,no,no,cellular,jun,1,-1,unknown,yes,divorced,tertiary,no,3,198,0
42,technician,994,yes,no,cellular,nov,3,93,success,yes,married,secondary,no,12,227,6
28,unemployed,236,no,no,cellular,may,1,87,failure,yes,single,primary,no,4,193,3
55,blue-collar,781,yes,no,cellular,feb,3,270,failure,no,married,primary,no,3,112,2
40,blue-collar,668,yes,no,cellular,apr,2,318,other,no,married,secondary,no,17,156,1
35,technician,294,yes,no,cellular,mar,1,90,success,yes,married,secondary,no,9,301,4
26,management,-8,no,no,cellular,aug,2,-1,unknown,no,single,tertiary,no,13,402,0
36,technician,1109,no,no,cellular,aug,2,-1,unknown,no,married,tertiary,no,13,328,0
28,technician,3,no,no,telephone,may,8,349,failure,no,single,secondary,no,18,40,6
24,admin.,1295,no,no,cellular,apr,1,-1,unknown,yes,single,secondary,no,21,476,0
39,services,1179,no,no,cellular,may,1,-1,unknown,yes,married,secondary,no,25,284,0
46,blue-collar,993,yes,no,unknown,jun,1,-1,unknown,no,married,tertiary,no,16,78,0
54,self-employed,1463,no,no,unknown,jun,1,-1,unknown,no,married,primary,no,20,60,0
31,blue-collar,-575,yes,no,unknown,jun,9,-1,unknown,no,single,secondary,yes,2,153,0
68,retired,2469,yes,no,telephone,jul,2,-1,unknown,yes,married,secondary,no,15,552,0
43,admin.,733,yes,no,cellular,may,1,187,success,yes,single,secondary,no,25,282,3
53,management,1624,no,no,cellular,aug,1,98,success,yes,married,tertiary,no,6,107,6
59,blue-collar,229,yes,yes,unknown,may,1,-1,unknown,no,married,primary,no,7,19,0
64,retired,4833,no,no,cellular,oct,1,181,failure,yes,divorced,secondary,no,20,621,3
44,entrepreneur,323,no,no,cellular,jul,2,181,failure,yes,single,unknown,no,28,332,2
43,blue-collar,3064,yes,no,cellular,nov,2,-1,unknown,yes,married,primary,no,20,2453,0
52,services,1000,no,no,cellular,aug,2,-1,unknown,yes,married,secondary,no,5,766,0
24,management,1030,no,no,cellular,mar,2,-1,unknown,yes,single,tertiary,no,4,396,0
23,services,870,no,no,cellular,jul,4,-1,unknown,yes,single,secondary,no,6,316,0
33,technician,930,yes,no,cellular,may,5,359,failure,no,single,secondary,no,15,163,1
32,technician,660,no,no,cellular,oct,2,490,failure,yes,married,secondary,no,25,226,1
24,unemployed,2573,no,no,cellular,may,2,-1,unknown,yes,single,secondary,no,24,375,0
71,retired,2600,no,no,cellular,nov,2,98,success,yes,married,primary,no,13,186,1
57,blue-collar,3109,no,no,cellular,jun,2,-1,unknown,yes,married,primary,no,2,482,0
51,entrepreneur,83,no,no,cellular,apr,2,-1,unknown,yes,married,tertiary,no,20,267,0
46,technician,792,no,no,unknown,jun,2,-1,unknown,no,married,secondary,no,5,170,0
22,student,2162,no,no,telephone,feb,1,-1,unknown,no,single,secondary,no,2,168,0
53,admin.,1796,no,no,telephone,mar,1,91,success,yes,married,secondary,no,16,295,2
45,services,0,yes,yes,cellular,nov,1,192,failure,no,divorced,secondary,no,21,173,1
41,services,-675,yes,yes,cellular,mar,4,-1,unknown,yes,single,secondary,no,18,147,0
32,unemployed,1026,yes,no,cellular,may,1,-1,unknown,yes,single,secondary,no,13,289,0
75,retired,1341,no,no,cellular,dec,7,-1,unknown,yes,divorced,secondary,no,18,415,0
33,technician,133,no,no,cellular,nov,2,192,success,yes,married,secondary,no,12,627,1
41,retired,-233,yes,no,unknown,may,2,-1,unknown,yes,divorced,primary,no,15,1156,0
60,technician,367,no,no,cellular,aug,2,-1,unknown,yes,divorced,secondary,no,16,318,0
32,entrepreneur,-242,yes,no,cellular,apr,3,-1,unknown,yes,married,secondary,no,20,1202,0
36,admin.,542,yes,no,unknown,jun,6,-1,unknown,no,married,secondary,no,18,604,0
32,blue-collar,333,yes,no,cellular,may,2,-1,unknown,yes,married,secondary,no,8,501,0
38,blue-collar,2467,no,no,cellular,jun,1,-1,unknown,yes,married,secondary,no,2,192,0
34,management,3301,yes,no,cellular,jun,2,227,failure,yes,married,tertiary,no,17,485,4
32,admin.,-241,no,yes,unknown,jun,2,-1,unknown,yes,divorced,secondary,no,27,856,0
32,management,131,yes,yes,cellular,jul,2,-1,unknown,yes,single,secondary,no,23,1152,0
34,services,528,yes,no,cellular,sep,3,100,other,yes,single,secondary,no,2,121,5
33,blue-collar,395,yes,no,unknown,jun,1,-1,unknown,no,married,secondary,no,2,122,0
38,blue-collar,1401,no,no,cellular,may,1,-1,unknown,yes,married,primary,no,13,516,0
26,admin.,313,no,yes,cellular,jun,1,96,success,yes,single,tertiary,no,2,199,2
26,technician,-67,yes,no,cellular,may,1,-1,unknown,yes,single,tertiary,no,15,637,0
42,admin.,281,yes,no,unknown,may,1,-1,unknown,no,married,secondary,no,15,118,0
29,admin.,306,yes,no,cellular,may,4,-1,unknown,yes,single,secondary,no,18,774,0
30,technician,384,no,no,cellular,aug,3,-1,unknown,no,married,secondary,no,25,73,0
31,entrepreneur,734,yes,no,cellular,may,1,168,other,no,single,tertiary,no,7,295,4
54,technician,473,no,yes,cellular,nov,1,81,failure,yes,married,secondary,no,2,182,1
40,entrepreneur,-164,no,no,cellular,may,1,-1,unknown,no,married,tertiary,no,7,87,0
36,management,14930,no,no,cellular,jul,1,-1,unknown,no,divorced,tertiary,no,23,190,0
42,management,0,no,no,cellular,aug,3,-1,unknown,no,married,tertiary,no,6,81,0
50,management,2050,no,no,cellular,aug,3,-1,unknown,no,married,tertiary,no,6,158,0
32,management,9317,no,no,cellular,nov,3,-1,unknown,no,single,tertiary,no,2,92,0
39,blue-collar,5222,yes,no,cellular,nov,2,177,failure,no,married,secondary,no,21,239,1
29,technician,3466,no,no,cellular,apr,1,-1,unknown,yes,single,secondary,no,21,274,0
46,management,2223,no,no,unknown,jun,3,-1,unknown,no,single,tertiary,no,12,67,0
58,management,50,yes,no,unknown,jun,4,-1,unknown,no,divorced,tertiary,no,3,109,0
56,self-employed,0,no,no,cellular,nov,1,-1,unknown,no,married,tertiary,yes,19,122,0
41,admin.,14968,no,no,cellular,jul,4,-1,unknown,yes,married,secondary,no,23,1360,0
39,admin.,6512,no,no,unknown,jun,6,-1,unknown,no,single,secondary,no,20,16,0
33,management,2044,yes,no,cellular,may,3,177,failure,no,married,tertiary,no,15,102,1
31,technician,0,no,no,cellular,aug,6,-1,unknown,yes,divorced,tertiary,no,27,581,0
35,services,167,no,yes,cellular,jul,2,-1,unknown,yes,single,primary,no,11,614,0
28,self-employed,3290,no,no,cellular,jun,2,-1,unknown,yes,single,tertiary,no,5,201,0
35,entrepreneur,1800,yes,no,unknown,jun,1,-1,unknown,no,single,tertiary,no,5,53,0
62,retired,2557,yes,no,cellular,nov,1,57,success,yes,married,tertiary,no,10,404,8
44,management,1138,no,no,cellular,aug,3,-1,unknown,yes,married,tertiary,no,27,523,0
67,retired,1430,no,no,cellular,jan,2,91,failure,yes,married,primary,no,11,499,3
68,retired,250,no,no,cellular,feb,1,-1,unknown,yes,divorced,primary,no,3,360,0
53,management,37,no,no,cellular,aug,9,-1,unknown,no,married,tertiary,no,28,51,0
32,services,1168,yes,no,cellular,nov,1,-1,unknown,yes,single,secondary,no,16,411,0
53,technician,4930,no,yes,cellular,feb,2,-1,unknown,no,married,secondary,no,2,228,0
42,admin.,12,yes,no,cellular,apr,4,-1,unknown,no,married,secondary,no,16,466,0
34,blue-collar,261,yes,no,cellular,feb,5,251,failure,no,married,secondary,no,3,88,3
26,management,6840,yes,no,unknown,may,2,-1,unknown,yes,single,tertiary,no,28,1560,0
38,admin.,0,no,no,unknown,jun,1,-1,unknown,no,divorced,secondary,no,5,56,0
27,management,893,no,no,cellular,oct,2,-1,unknown,yes,married,tertiary,no,16,154,0
63,management,3115,no,no,cellular,nov,5,-1,unknown,yes,married,tertiary,no,16,432,0
37,unemployed,48,no,no,cellular,jul,10,-1,unknown,no,single,secondary,no,31,40,0
47,blue-collar,193,yes,no,cellular,aug,2,-1,unknown,no,married,primary,no,29,171,0
33,services,804,yes,yes,unknown,may,1,-1,unknown,no,married,secondary,no,8,266,0
47,services,311,yes,yes,cellular,may,1,301,failure,no,married,secondary,no,12,238,3
39,blue-collar,522,yes,no,telephone,may,7,350,failure,no,single,secondary,no,14,225,2
45,admin.,111,yes,no,cellular,aug,1,-1,unknown,no,married,secondary,no,11,173,0
44,services,618,no,no,cellular,may,1,-1,unknown,yes,single,secondary,no,12,193,0
36,technician,432,yes,yes,unknown,aug,1,-1,unknown,no,married,secondary,no,4,94,0
34,admin.,2374,yes,no,cellular,feb,2,92,success,yes,married,secondary,no,9,243,3
49,management,1556,yes,no,cellular,jul,3,-1,unknown,no,single,tertiary,no,28,674,0
33,management,968,no,yes,cellular,aug,10,-1,unknown,no,married,tertiary,no,28,95,0
30,admin.,983,yes,no,cellular,may,2,-1,unknown,yes,single,secondary,no,27,189,0
55,technician,1320,no,no,cellular,apr,2,-1,unknown,yes,married,tertiary,no,28,387,0
31,blue-collar,573,yes,no,telephone,feb,1,269,failure,no,single,secondary,no,5,58,2
39,unemployed,7005,yes,no,cellular,jul,2,184,success,yes,married,primary,no,28,429,3
52,blue-collar,2396,yes,no,cellular,may,7,-1,unknown,no,married,primary,no,15,48,0
32,management,0,yes,no,cellular,apr,3,-1,unknown,yes,single,tertiary,no,30,370,0
51,admin.,176,no,no,cellular,jan,1,183,failure,no,married,secondary,no,28,214,2
50,management,0,yes,no,unknown,may,4,-1,unknown,no,married,secondary,no,14,94,0
54,technician,3994,no,yes,cellular,apr,2,-1,unknown,yes,married,secondary,no,16,299,0
56,retired,281,no,no,cellular,mar,2,-1,unknown,yes,married,tertiary,no,3,96,0
47,entrepreneur,0,no,no,cellular,feb,2,-1,unknown,yes,married,tertiary,no,16,261,0
36,blue-collar,828,no,no,cellular,may,1,345,failure,yes,married,primary,no,13,1512,8
43,technician,451,no,no,cellular,aug,2,-1,unknown,yes,single,secondary,no,12,289,0
37,technician,-59,yes,no,cellular,jul,1,-1,unknown,no,single,secondary,no,22,70,0
48,housemaid,71,no,no,cellular,aug,3,-1,unknown,no,single,secondary,no,28,97,0
56,management,2037,no,no,cellular,aug,1,91,failure,yes,divorced,tertiary,no,5,318,6
35,blue-collar,0,yes,no,cellular,may,1,290,failure,no,married,primary,no,8,265,2
52,management,944,no,yes,unknown,jun,1,-1,unknown,no,divorced,secondary,no,9,119,0
43,management,-183,no,no,cellular,jul,1,-1,unknown,no,married,tertiary,no,24,65,0
47,blue-collar,581,yes,no,cellular,aug,6,-1,unknown,no,married,secondary,no,26,79,0
38,technician,1,yes,no,cellular,nov,5,199,success,no,married,secondary,no,21,57,1
51,management,-15,no,no,cellular,jul,2,-1,unknown,no,married,tertiary,no,25,212,0
29,management,1514,yes,no,telephone,may,1,333,other,no,single,tertiary,no,5,363,7
34,blue-collar,808,yes,yes,cellular,jul,3,-1,unknown,no,married,secondary,no,17,20,0
42,unemployed,759,no,no,cellular,jan,1,169,failure,no,divorced,secondary,no,28,97,3
30,blue-collar,253,yes,no,cellular,may,1,-1,unknown,yes,single,primary,no,5,259,0
32,self-employed,1423,no,no,cellular,aug,4,-1,unknown,yes,married,tertiary,no,6,1249,0
